Filename	Plant Coverage (%)	Stressed Area (%)
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200406	2.37	90.61
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_200701	2.53	92.07
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_201126	4.61	100.00
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202117	17.48	98.63
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202333	18.29	98.76
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202617	44.33	55.33
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_202729	45.77	92.46
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_203354	55.47	97.47
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
