Filename	Plant Coverage (%)	Stressed Area (%)
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204255	16.99	98.87
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_204644	2.62	92.42
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_205631	2.51	89.16
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210327	5.82	92.63
ndvi_result05-01-2025_210524	52.66	96.63
ndvi_result05-01-2025_210524	52.66	96.63
ndvi_result05-01-2025_210524	52.66	96.63
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210634	37.22	98.59
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_210751	4.49	90.24
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211057	12.30	96.43
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211205	12.45	96.48
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result05-01-2025_211733	12.57	96.67
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
